transaction_id,user_id,transaction_amount,merchant_category,transaction_hour,day_of_week,device_type,location_city,distance_from_home,is_new_device,failed_attempts_last_1hr,avg_transaction_amount_30d,is_fraud
TXN0010512,USR30625,8942.38,restaurant,13,1,mobile,Jaipur,42.22,0,1,11260.61,0
TXN0010513,USR33880,11973.57,restaurant,12,1,web,Hyderabad,3.98,0,0,7265.68,0
TXN0010514,USR20384,1928.7,fuel,10,6,POS,Kolkata,1.45,0,0,1957.73,0
TXN0010515,USR06383,1373.02,jewelry,6,1,mobile,Delhi,16.15,0,0,1411.74,0
TXN0010516,USR38864,523.31,electronics,9,1,mobile,Delhi,19.94,0,0,560.75,0
TXN0010517,USR07603,3152.12,entertainment,7,2,mobile,Bangalore,6.77,0,0,4023.23,0
TXN0010518,USR18994,21251.99,clothing,16,6,mobile,Ahmedabad,8.03,0,0,28245.62,0
TXN0010519,USR08445,1048.32,grocery,7,2,mobile,Bangalore,4.62,0,0,1270.96,0
TXN0010520,USR25574,7162.96,restaurant,9,5,mobile,Pune,29.07,0,1,7908.76,0
TXN0010521,USR16086,2509.06,clothing,17,4,mobile,Hyderabad,5.04,0,0,3463.33,0
TXN0010522,USR22871,3162.61,entertainment,18,2,mobile,Delhi,0.8,0,0,2401.48,0
TXN0010523,USR04427,1653.8,entertainment,17,6,web,Mumbai,2.24,0,2,145.99,1
TXN0010524,USR45073,30275.87,fuel,13,4,POS,Bangalore,15.97,0,0,41538.77,0
TXN0010525,USR28692,7078.95,entertainment,19,3,mobile,Bangalore,14.04,0,0,7454.09,0
TXN0010526,USR35085,4558.47,grocery,18,5,mobile,Pune,13.18,0,0,3899.53,0
TXN0010527,USR27153,989.18,grocery,9,4,web,Jaipur,55.11,0,0,801.27,0
TXN0010528,USR29822,3898.65,restaurant,9,1,mobile,Delhi,2.36,0,0,4356.74,0
TXN0010529,USR31275,24391.56,utilities,10,0,POS,Chennai,3.06,0,1,21189.0,0
TXN0010530,USR12337,3257.49,clothing,6,4,web,Ahmedabad,10.94,0,2,3034.28,0
TXN0010531,USR34197,826.34,grocery,15,6,mobile,Chennai,9.04,0,0,588.65,0
TXN0010532,USR47011,10534.99,grocery,5,0,mobile,Ahmedabad,3.73,0,0,9655.63,0
TXN0010533,USR03163,12086.93,restaurant,17,1,mobile,Chennai,25.75,0,0,7645.73,0
TXN0010534,USR02988,3998.3,travel,12,3,web,Delhi,27.11,0,0,3386.44,0
TXN0010535,USR16719,6767.51,travel,6,5,mobile,Mumbai,7.36,0,0,6009.24,0
TXN0010536,USR48647,5603.67,restaurant,1,6,mobile,Hyderabad,3.96,0,0,4880.8,0
TXN0010537,USR14072,1628.72,travel,10,5,web,Chennai,57.71,0,0,1530.47,0
TXN0010538,USR07132,888.77,clothing,18,0,mobile,Kolkata,6.63,0,0,1026.7,0
TXN0010539,USR45146,15288.91,restaurant,12,4,POS,Bangalore,15.66,0,0,16276.66,0
TXN0010540,USR32866,2232.64,pharmacy,6,0,mobile,Delhi,68.68,0,0,1983.6,0
TXN0010541,USR30797,5718.16,fuel,10,6,mobile,Bangalore,6.21,0,0,6949.08,0
TXN0010542,USR39606,5772.97,clothing,20,4,mobile,Jaipur,2.93,0,1,5184.56,0
TXN0010543,USR05416,420.66,restaurant,14,6,web,Pune,8.65,0,0,559.85,0
TXN0010544,USR24495,24138.25,electronics,19,2,web,Hyderabad,10.86,0,0,27490.06,0
TXN0010545,USR48697,2600.34,pharmacy,11,5,POS,Ahmedabad,20.06,0,1,2814.5,0
TXN0010546,USR37357,4751.91,grocery,13,2,mobile,Delhi,20.54,0,0,4318.62,0
TXN0010547,USR35494,14325.14,fuel,7,1,web,Ahmedabad,16.63,0,0,13115.02,0
TXN0010548,USR40041,15676.93,pharmacy,16,0,POS,Hyderabad,1.05,0,0,19710.28,0
TXN0010549,USR21597,2022.25,restaurant,21,1,mobile,Chennai,10.33,1,0,1218.12,0
TXN0010550,USR10095,5586.14,grocery,15,6,POS,Chennai,30.42,0,0,3396.86,0
TXN0010551,USR36177,4652.72,restaurant,19,1,mobile,Hyderabad,7.2,0,0,3353.79,0
TXN0010552,USR40664,23870.11,pharmacy,10,4,web,Delhi,2.66,0,0,20435.26,0
TXN0010553,USR49957,2267.84,clothing,10,3,mobile,Delhi,18.89,0,0,1885.44,0
TXN0010554,USR44608,11233.46,entertainment,22,5,POS,Jaipur,1.57,0,0,13727.12,0
TXN0010555,USR25085,31962.69,grocery,17,6,web,Kolkata,21.63,0,0,37285.02,0
TXN0010556,USR33920,681.66,restaurant,11,2,web,Pune,16.12,0,0,622.8,0
TXN0010557,USR29277,2434.44,clothing,13,3,POS,Delhi,22.21,0,0,1576.22,0
TXN0010558,USR28133,2030.38,jewelry,20,1,mobile,Jaipur,23.44,0,0,1231.72,0
TXN0010559,USR40791,1860.12,electronics,7,1,mobile,Ahmedabad,8.31,0,0,2025.7,0
TXN0010560,USR01555,3269.64,restaurant,8,5,mobile,Surat,20.54,0,0,3005.37,0
TXN0010561,USR42316,1642.06,clothing,5,0,web,Jaipur,25.5,0,0,1453.22,0
TXN0010562,USR48746,2576.11,entertainment,21,2,mobile,Kolkata,16.37,0,0,1590.9,0
TXN0010563,USR34439,2040.61,restaurant,16,5,web,Kolkata,3.99,0,2,1681.4,0
TXN0010564,USR01466,11133.84,fuel,5,0,web,Mumbai,8.87,0,0,14076.43,0
TXN0010565,USR17761,21073.73,grocery,13,0,mobile,Bangalore,29.93,0,1,21148.23,0
TXN0010566,USR46395,3607.3,fuel,10,3,web,Jaipur,19.77,0,0,4997.55,0
TXN0010567,USR11495,12203.27,fuel,11,5,mobile,Kolkata,8.39,0,0,10484.75,0
TXN0010568,USR14671,3320.8,grocery,8,6,mobile,Mumbai,79.53,0,0,2290.3,0
TXN0010569,USR47606,3118.18,restaurant,21,3,mobile,Ahmedabad,0.15,0,0,2763.28,0
TXN0010570,USR17250,5922.02,grocery,5,5,mobile,Pune,15.55,0,0,6374.72,0
TXN0010571,USR18790,4591.2,electronics,9,2,mobile,Ahmedabad,26.9,0,0,6046.37,0
TXN0010572,USR35973,1864.16,utilities,21,6,web,Pune,11.17,1,0,1884.26,0
TXN0010573,USR47327,50064.55,fuel,8,4,web,Surat,24.12,1,0,45283.23,0
TXN0010574,USR21241,2892.15,clothing,6,1,web,Pune,13.63,0,0,3155.27,0
TXN0010575,USR08716,5341.68,travel,7,1,mobile,Delhi,12.04,0,0,7215.47,0
TXN0010576,USR15731,5273.27,fuel,12,2,mobile,Pune,17.49,0,0,6517.49,0
TXN0010577,USR08856,4139.41,clothing,14,6,web,Hyderabad,10.81,1,0,5283.55,0
TXN0010578,USR28963,4613.43,grocery,19,0,POS,Surat,0.73,0,0,4165.36,0
TXN0010579,USR33961,10152.97,electronics,8,5,web,Delhi,4.43,0,0,6157.87,0
TXN0010580,USR45798,581.52,restaurant,9,2,mobile,Surat,15.45,0,4,547.3,0
TXN0010581,USR10348,27151.29,restaurant,8,3,mobile,Hyderabad,6.81,0,0,23676.74,0
TXN0010582,USR05140,5482.89,clothing,8,3,mobile,Surat,9.86,0,0,5227.25,0
TXN0010583,USR49737,11352.49,pharmacy,9,3,web,Chennai,10.19,1,0,7831.45,0
TXN0010584,USR04980,5312.32,fuel,2,2,mobile,Surat,12.53,1,0,3409.89,0
TXN0010585,USR13448,1978.94,restaurant,8,1,web,Ahmedabad,12.4,0,0,2345.81,0
TXN0010586,USR05799,6578.07,restaurant,17,3,mobile,Delhi,12.82,0,0,7710.42,0
TXN0010587,USR05526,5733.22,travel,10,5,POS,Delhi,20.93,0,0,5573.83,0
TXN0010588,USR18897,676.61,electronics,9,2,web,Pune,8.86,0,0,850.59,0
TXN0010589,USR44595,19000.16,grocery,16,3,mobile,Mumbai,20.08,1,1,23825.63,0
TXN0010590,USR39550,9491.19,electronics,3,3,POS,Hyderabad,50.42,0,1,738.58,1
TXN0010591,USR19062,1235.79,pharmacy,17,4,web,Chennai,21.9,0,0,1643.44,0
TXN0010592,USR10385,1879.11,grocery,13,6,web,Surat,25.1,1,0,1271.76,0
TXN0010593,USR47622,10504.7,fuel,21,3,mobile,Mumbai,0.7,1,0,14555.89,0
TXN0010594,USR09048,2779.01,travel,5,3,mobile,Pune,33.71,0,0,2429.36,0
TXN0010595,USR09749,609.95,restaurant,10,0,mobile,Bangalore,13.89,0,0,817.88,0
TXN0010596,USR06886,3500.36,travel,21,4,web,Ahmedabad,1.05,0,0,2330.0,0
TXN0010597,USR39120,9385.13,pharmacy,13,0,mobile,Mumbai,10.22,0,0,11947.2,0
TXN0010598,USR42201,10768.47,travel,6,3,mobile,Hyderabad,39.11,0,0,7252.41,0
TXN0010599,USR13017,1830.1,electronics,6,6,mobile,Hyderabad,5.68,0,0,1744.65,0
TXN0010600,USR42528,2419.54,clothing,6,3,mobile,Bangalore,38.86,0,1,1858.28,0
TXN0010601,USR44936,8629.82,restaurant,17,5,mobile,Delhi,3.41,0,0,9389.29,0
TXN0010602,USR18228,4748.75,clothing,15,0,mobile,Pune,4.84,0,3,6616.0,0
TXN0010603,USR49514,7042.64,fuel,13,0,mobile,Chennai,12.1,1,0,7245.19,0
TXN0010604,USR32560,1942.77,restaurant,12,1,mobile,Bangalore,17.7,1,0,1669.17,0
TXN0010605,USR01274,3512.39,fuel,3,0,mobile,Jaipur,13.15,0,2,4030.27,0
TXN0010606,USR07507,16563.29,fuel,7,1,mobile,Jaipur,2.08,0,0,19138.45,0
TXN0010607,USR18315,3448.2,clothing,19,1,mobile,Surat,11.21,0,0,2731.01,0
TXN0010608,USR13269,1708.41,electronics,16,2,mobile,Delhi,11.96,0,0,2085.69,0
TXN0010609,USR48646,6411.4,travel,11,2,mobile,Surat,8.7,0,0,6793.46,0
TXN0010610,USR26122,2428.32,restaurant,8,5,mobile,Pune,16.66,1,0,3295.66,0
TXN0010611,USR47747,2795.31,fuel,11,2,mobile,Chennai,5.59,0,2,3377.5,0
TXN0010612,USR08117,700.35,restaurant,18,0,POS,Ahmedabad,1.37,0,0,584.66,0
TXN0010613,USR48857,689.54,fuel,17,4,web,Kolkata,18.37,0,0,658.48,0
TXN0010614,USR26199,3831.59,grocery,17,4,web,Pune,18.08,0,0,2427.73,0
TXN0010615,USR23323,5187.91,restaurant,13,5,mobile,Mumbai,35.36,0,0,4036.55,0
TXN0010616,USR45170,2318.86,grocery,14,6,mobile,Chennai,45.91,0,0,1636.0,0
TXN0010617,USR15811,8635.94,travel,7,6,web,Pune,3.41,0,1,6704.36,0
TXN0010618,USR35684,14727.69,grocery,13,1,mobile,Chennai,4.04,0,0,14382.72,0
TXN0010619,USR09773,6790.19,electronics,8,4,web,Hyderabad,0.2,0,0,4373.13,0
TXN0010620,USR21895,6525.6,grocery,2,1,mobile,Hyderabad,22.91,0,0,8895.85,0
TXN0010621,USR23430,6564.29,pharmacy,3,6,mobile,Jaipur,157.41,1,4,1979.92,1
TXN0010622,USR35790,28886.2,grocery,12,6,mobile,Chennai,6.86,1,0,40257.65,0
TXN0010623,USR24323,15262.43,clothing,8,1,mobile,Kolkata,0.47,0,0,14233.71,0
TXN0010624,USR34037,17763.78,restaurant,15,6,POS,Mumbai,24.53,0,0,10964.84,0
TXN0010625,USR32325,2143.86,restaurant,14,1,web,Jaipur,5.49,0,0,2949.94,0
TXN0010626,USR04541,14518.01,entertainment,14,1,mobile,Bangalore,15.67,0,1,10767.49,0
TXN0010627,USR08560,70532.98,restaurant,10,2,mobile,Ahmedabad,55.36,0,0,81061.97,0
TXN0010628,USR22610,14098.5,entertainment,9,4,mobile,Jaipur,1.41,0,0,19229.95,0
TXN0010629,USR45008,11113.89,jewelry,12,6,POS,Hyderabad,9.12,0,0,9281.8,0
TXN0010630,USR05106,4812.02,travel,10,5,mobile,Chennai,9.78,0,0,6006.26,0
TXN0010631,USR39672,2041.04,grocery,16,1,mobile,Ahmedabad,2.68,0,0,1524.48,0
TXN0010632,USR23112,10141.88,clothing,19,5,mobile,Surat,5.81,0,0,9827.03,0
TXN0010633,USR38649,21686.26,pharmacy,2,4,mobile,Delhi,0.54,0,0,23274.53,0
TXN0010634,USR34585,4216.39,electronics,17,3,mobile,Jaipur,26.99,0,0,2711.74,0
TXN0010635,USR05226,5155.54,clothing,12,3,mobile,Bangalore,6.06,0,0,3546.93,0
TXN0010636,USR13044,47603.54,entertainment,18,0,web,Bangalore,19.46,0,1,31167.39,0
TXN0010637,USR23382,8700.88,clothing,9,2,mobile,Bangalore,12.92,0,0,9427.45,0
TXN0010638,USR01753,37870.84,fuel,7,3,web,Kolkata,6.25,0,0,44955.75,0
TXN0010639,USR09206,1423.91,fuel,10,5,mobile,Delhi,13.81,0,2,1415.48,0
TXN0010640,USR36360,1472.14,utilities,10,5,mobile,Pune,5.15,1,0,1895.43,0
TXN0010641,USR26148,9078.08,restaurant,3,2,POS,Pune,27.3,0,0,8421.2,0
TXN0010642,USR20671,1046.9,entertainment,0,4,mobile,Kolkata,14.68,0,1,1235.23,0
TXN0010643,USR48879,2986.8,grocery,13,1,mobile,Chennai,6.49,0,0,2513.07,0
TXN0010644,USR31455,4330.53,pharmacy,3,1,web,Delhi,18.76,1,0,5020.98,0
TXN0010645,USR27640,1779.56,travel,14,2,mobile,Hyderabad,16.95,0,0,2078.11,0
TXN0010646,USR33085,5424.68,travel,16,3,web,Pune,1.9,1,0,7298.05,0
TXN0010647,USR22097,3042.03,clothing,18,1,POS,Surat,2.73,0,0,2369.69,0
TXN0010648,USR43401,1800.77,electronics,7,6,web,Kolkata,6.92,0,0,1931.91,0
TXN0010649,USR30634,38832.61,travel,13,1,mobile,Pune,89.58,1,2,6455.42,1
TXN0010650,USR47335,6033.47,fuel,7,3,mobile,Ahmedabad,14.46,0,0,4432.27,0
TXN0010651,USR25638,4465.93,electronics,17,3,mobile,Surat,7.05,0,0,4989.08,0
TXN0010652,USR35086,5729.51,restaurant,11,4,mobile,Kolkata,22.98,0,0,4856.85,0
TXN0010653,USR24007,3791.26,fuel,17,1,POS,Kolkata,33.75,0,1,3621.3,0
TXN0010654,USR16330,7893.69,entertainment,20,1,mobile,Kolkata,38.96,0,0,8262.63,0
TXN0010655,USR02923,1902.42,pharmacy,1,3,POS,Chennai,14.21,0,0,1814.96,0
TXN0010656,USR38489,90752.41,travel,18,2,web,Hyderabad,35.58,0,0,119234.72,0
TXN0010657,USR33139,12869.48,entertainment,10,3,mobile,Delhi,28.22,0,1,11707.55,0
TXN0010658,USR34110,13138.75,clothing,13,1,web,Hyderabad,6.08,0,0,16643.54,0
TXN0010659,USR24843,808.45,electronics,21,3,web,Delhi,2.17,0,0,822.76,0
TXN0010660,USR06743,6496.34,clothing,7,4,mobile,Hyderabad,0.85,0,0,4330.79,0
TXN0010661,USR24911,5669.94,fuel,13,6,POS,Jaipur,30.26,0,0,7100.13,0
TXN0010662,USR05480,6617.95,electronics,7,1,mobile,Jaipur,43.41,0,0,9164.18,0
TXN0010663,USR09771,9162.17,grocery,13,3,mobile,Bangalore,10.21,0,1,9395.77,0
TXN0010664,USR34165,28319.49,electronics,9,2,web,Delhi,54.28,0,0,21542.55,0
TXN0010665,USR43907,19236.18,restaurant,23,6,web,Mumbai,3.93,0,0,19633.06,0
TXN0010666,USR05736,6797.37,pharmacy,6,2,web,Chennai,43.98,0,0,7652.34,0
TXN0010667,USR12090,471.18,pharmacy,17,4,web,Pune,1.06,0,0,407.26,0
TXN0010668,USR36552,2773.45,clothing,5,0,mobile,Chennai,60.48,0,0,3751.57,0
TXN0010669,USR24455,817.52,electronics,14,4,mobile,Hyderabad,16.87,1,0,751.02,0
TXN0010670,USR07158,2141.19,pharmacy,13,4,web,Ahmedabad,30.4,1,2,2952.0,0
TXN0010671,USR17134,1834.45,electronics,14,2,web,Pune,11.75,0,1,1670.3,0
TXN0010672,USR24990,2955.78,electronics,6,1,mobile,Surat,3.65,0,0,3393.72,0
TXN0010673,USR34065,1872.04,fuel,0,1,mobile,Jaipur,25.01,0,0,2048.74,0
TXN0010674,USR23321,4329.51,travel,8,1,mobile,Surat,8.17,0,0,4017.57,0
TXN0010675,USR27746,2344.92,grocery,11,2,mobile,Kolkata,3.18,0,0,2074.31,0
TXN0010676,USR46717,8473.94,grocery,14,0,mobile,Delhi,7.16,0,5,10175.68,0
TXN0010677,USR09542,1726.67,pharmacy,13,1,POS,Pune,39.69,0,0,1768.21,0
TXN0010678,USR13716,6659.63,restaurant,19,2,mobile,Ahmedabad,4.29,0,1,7176.21,0
TXN0010679,USR32895,2222.81,travel,22,0,mobile,Delhi,21.27,0,0,2626.03,0
TXN0010680,USR10192,7589.47,pharmacy,9,2,mobile,Hyderabad,6.96,0,0,5146.24,0
TXN0010681,USR10165,6213.18,pharmacy,10,6,mobile,Mumbai,28.24,0,0,6487.97,0
TXN0010682,USR34555,18907.67,grocery,13,4,web,Pune,10.9,0,0,20975.03,0
TXN0010683,USR47764,5582.5,grocery,16,2,web,Kolkata,0.38,0,0,7196.97,0
TXN0010684,USR48393,4494.04,pharmacy,15,5,web,Bangalore,7.14,0,1,5238.89,0
TXN0010685,USR05342,736.04,fuel,8,4,POS,Pune,22.16,0,0,874.94,0
TXN0010686,USR43898,1703.74,travel,14,4,mobile,Jaipur,45.08,0,0,1510.34,0
TXN0010687,USR42526,3252.74,grocery,15,2,web,Mumbai,58.76,0,2,3676.9,0
TXN0010688,USR06169,3416.94,pharmacy,10,3,POS,Bangalore,18.16,0,0,3459.05,0
TXN0010689,USR27619,3441.21,clothing,10,3,mobile,Delhi,38.83,0,0,2491.47,0
TXN0010690,USR18438,46369.02,fuel,7,1,web,Bangalore,29.94,0,0,33155.97,0
TXN0010691,USR13773,13704.33,restaurant,11,0,web,Surat,26.77,0,0,14872.87,0
TXN0010692,USR32714,1321.77,travel,8,0,web,Surat,22.31,0,0,1751.88,0
TXN0010693,USR36448,12471.29,grocery,15,6,POS,Ahmedabad,33.68,0,0,8846.42,0
TXN0010694,USR34186,14052.76,utilities,10,6,POS,Surat,24.32,0,0,16759.04,0
TXN0010695,USR22995,2953.23,grocery,22,2,mobile,Surat,3.82,0,0,2830.33,0
TXN0010696,USR01682,4961.81,entertainment,9,0,POS,Surat,14.24,0,0,5628.24,0
TXN0010697,USR44210,9224.77,electronics,9,2,POS,Ahmedabad,13.79,0,0,6539.0,0
TXN0010698,USR31495,3065.4,restaurant,13,6,POS,Ahmedabad,3.7,0,0,4084.36,0
TXN0010699,USR33486,1107.11,grocery,11,1,mobile,Kolkata,1.51,0,0,993.82,0
TXN0010700,USR03329,670.99,restaurant,10,5,mobile,Kolkata,7.65,0,0,501.28,0
TXN0010701,USR09133,7073.83,clothing,6,5,web,Chennai,21.39,0,0,8150.02,0
TXN0010702,USR25319,3311.96,electronics,14,6,mobile,Ahmedabad,0.16,0,0,3372.73,0
TXN0010703,USR14261,6080.6,entertainment,15,4,mobile,Jaipur,13.1,0,0,3812.72,0
TXN0010704,USR06523,1897.81,restaurant,10,0,mobile,Bangalore,19.92,1,1,1982.86,0
TXN0010705,USR10704,14619.41,restaurant,19,0,web,Chennai,2.92,0,2,15136.63,0
TXN0010706,USR25648,3679.26,clothing,17,4,POS,Hyderabad,2.66,0,0,5115.11,0
TXN0010707,USR16655,1968.71,electronics,14,4,mobile,Surat,2.32,0,0,2211.98,0
TXN0010708,USR22689,4667.07,clothing,21,6,mobile,Jaipur,3.4,0,1,5476.87,0
TXN0010709,USR14126,4616.57,fuel,11,2,mobile,Mumbai,0.19,0,0,4709.8,0
TXN0010710,USR19575,10309.53,electronics,16,3,POS,Chennai,3.94,0,0,12984.52,0
TXN0010711,USR36154,6506.51,grocery,10,2,POS,Pune,49.2,0,1,7232.75,0
TXN0010712,USR18624,12808.18,pharmacy,7,5,web,Surat,20.9,1,1,14220.53,0
TXN0010713,USR36005,4945.27,fuel,14,1,web,Hyderabad,1.63,0,0,6465.22,0
TXN0010714,USR29431,10303.85,travel,11,4,POS,Hyderabad,2.32,0,0,12840.96,0
TXN0010715,USR47494,1022.26,grocery,8,2,POS,Chennai,3.07,0,0,1351.65,0
TXN0010716,USR14671,3870.69,travel,10,0,mobile,Jaipur,2.66,0,1,4653.55,0
TXN0010717,USR09286,4956.91,electronics,18,1,web,Bangalore,39.57,0,0,5318.72,0
TXN0010718,USR25084,626.81,restaurant,6,6,mobile,Ahmedabad,2.11,0,1,697.2,0
TXN0010719,USR42818,824.66,fuel,12,4,mobile,Kolkata,4.34,1,0,664.88,0
TXN0010720,USR09988,18101.16,fuel,20,2,POS,Hyderabad,11.28,0,0,23657.22,0
TXN0010721,USR03198,3989.98,grocery,10,3,POS,Bangalore,16.42,0,0,3742.36,0
TXN0010722,USR49697,13413.7,electronics,11,1,POS,Delhi,5.41,0,1,10881.98,0
TXN0010723,USR44255,17477.31,clothing,17,4,mobile,Hyderabad,16.95,0,1,22999.67,0
TXN0010724,USR46612,1566.43,restaurant,9,0,mobile,Bangalore,0.67,0,0,1448.17,0
TXN0010725,USR17720,18820.87,restaurant,14,3,web,Bangalore,12.02,0,0,18294.72,0
TXN0010726,USR46735,1942.0,pharmacy,12,6,POS,Bangalore,3.49,0,0,2391.56,0
TXN0010727,USR05394,1284.27,grocery,16,6,mobile,Mumbai,18.28,0,0,1560.86,0
TXN0010728,USR36678,1700.28,fuel,6,2,web,Hyderabad,100.75,0,0,1089.88,0
TXN0010729,USR21542,621.71,travel,12,4,web,Chennai,4.66,0,0,840.34,0
TXN0010730,USR48002,8312.48,fuel,15,4,mobile,Delhi,28.23,1,0,9648.86,0
TXN0010731,USR41930,10514.3,electronics,14,2,mobile,Bangalore,4.88,0,0,11307.01,0
TXN0010732,USR22423,1971.98,utilities,6,1,mobile,Chennai,5.93,0,0,1356.36,0
TXN0010733,USR42181,5278.75,electronics,16,6,mobile,Ahmedabad,37.29,0,0,3871.33,0
TXN0010734,USR39731,3722.22,pharmacy,19,4,web,Pune,0.18,1,5,3460.56,0
TXN0010735,USR38183,7456.74,electronics,8,6,web,Mumbai,14.94,0,0,9646.47,0
TXN0010736,USR24811,63119.67,grocery,7,3,mobile,Hyderabad,32.77,0,1,41009.48,0
TXN0010737,USR32469,887.03,restaurant,12,3,mobile,Bangalore,7.95,1,0,556.76,0
TXN0010738,USR13952,8352.67,travel,9,6,web,Hyderabad,2.29,0,0,10976.75,0
TXN0010739,USR38122,909.99,pharmacy,7,2,web,Pune,8.11,0,0,1226.69,0
TXN0010740,USR43251,1793.61,restaurant,12,3,mobile,Kolkata,4.14,0,0,1981.97,0
TXN0010741,USR01136,2955.48,restaurant,8,2,mobile,Delhi,14.76,1,0,2827.64,0
TXN0010742,USR20288,1923.83,restaurant,21,3,POS,Pune,38.78,0,3,2199.56,0
TXN0010743,USR27336,4402.92,fuel,7,1,web,Surat,9.79,0,0,4161.55,0
TXN0010744,USR48949,64343.77,clothing,7,0,mobile,Hyderabad,7.57,0,0,45263.25,0
TXN0010745,USR04006,1087.21,restaurant,14,0,mobile,Delhi,12.26,0,0,1057.23,0
TXN0010746,USR10310,8540.72,grocery,11,5,web,Mumbai,5.62,0,0,8965.64,0
TXN0010747,USR26549,12463.69,restaurant,17,1,mobile,Chennai,0.08,0,3,15725.45,0
TXN0010748,USR08698,2777.65,travel,19,3,mobile,Bangalore,3.62,0,0,3707.42,0
TXN0010749,USR33953,1824.91,grocery,14,2,web,Ahmedabad,53.77,0,0,1717.82,0
TXN0010750,USR12084,4420.54,entertainment,11,5,mobile,Hyderabad,15.24,0,0,2717.47,0
TXN0010751,USR27689,4297.43,grocery,17,0,mobile,Bangalore,8.86,0,0,2606.59,0
TXN0010752,USR09937,2604.94,grocery,9,5,web,Hyderabad,2.12,0,0,2553.04,0
TXN0010753,USR15063,28116.26,entertainment,10,3,mobile,Chennai,39.24,0,0,18096.67,0
TXN0010754,USR39115,23170.82,utilities,7,3,web,Hyderabad,2.17,0,0,23268.13,0
TXN0010755,USR49823,6348.26,clothing,7,6,mobile,Bangalore,3.27,0,0,8176.11,0
TXN0010756,USR10153,23451.39,grocery,8,2,web,Chennai,6.29,0,0,21679.61,0
TXN0010757,USR35728,16924.03,fuel,18,6,POS,Chennai,8.75,0,0,22389.9,0
TXN0010758,USR12865,3052.05,restaurant,9,4,mobile,Bangalore,18.12,0,0,4163.61,0
TXN0010759,USR37884,1479.61,jewelry,11,2,POS,Kolkata,6.37,1,0,1042.27,0
TXN0010760,USR40879,8313.68,restaurant,8,5,mobile,Hyderabad,3.26,0,0,6327.27,0
TXN0010761,USR17516,5834.81,entertainment,16,4,POS,Chennai,24.33,0,0,4291.01,0
TXN0010762,USR47927,8132.17,utilities,17,6,web,Chennai,0.95,1,0,6259.69,0
TXN0010763,USR12405,3301.91,fuel,8,6,mobile,Jaipur,1.01,0,0,2532.38,0
TXN0010764,USR37879,3410.18,pharmacy,18,5,mobile,Pune,20.35,0,0,4505.78,0
TXN0010765,USR05752,754.74,utilities,17,2,POS,Jaipur,9.69,0,0,531.72,0
TXN0010766,USR27970,5554.06,grocery,10,2,mobile,Jaipur,13.04,0,1,5434.41,0
TXN0010767,USR10577,31988.28,utilities,21,2,POS,Pune,3.82,0,0,42409.5,0
TXN0010768,USR35413,5440.71,restaurant,8,4,web,Mumbai,18.72,0,0,3333.5,0
TXN0010769,USR21227,3968.89,electronics,15,0,mobile,Pune,10.51,0,0,4408.98,0
TXN0010770,USR16177,2748.98,clothing,19,3,mobile,Kolkata,38.94,0,2,1907.1,0
TXN0010771,USR20525,5355.5,entertainment,10,3,mobile,Chennai,27.25,0,0,5965.48,0
TXN0010772,USR48363,4602.67,pharmacy,11,5,mobile,Bangalore,8.6,0,1,3195.65,0
TXN0010773,USR17018,2809.9,entertainment,7,6,mobile,Pune,3.74,1,0,2070.19,0
TXN0010774,USR27032,4218.12,pharmacy,11,2,mobile,Mumbai,1.54,0,0,3689.17,0
TXN0010775,USR48811,10544.85,fuel,19,2,mobile,Mumbai,15.04,0,0,8603.56,0
TXN0010776,USR24725,6157.69,restaurant,14,6,web,Bangalore,4.56,0,0,7245.58,0
TXN0010777,USR14409,14354.81,grocery,21,1,mobile,Ahmedabad,4.62,0,0,15827.36,0
TXN0010778,USR37154,5422.77,grocery,12,6,POS,Surat,33.66,0,0,6424.55,0
TXN0010779,USR26616,12551.18,grocery,1,5,mobile,Mumbai,14.66,0,0,17010.46,0
TXN0010780,USR32499,6876.17,restaurant,15,0,mobile,Chennai,10.46,0,0,6593.9,0
TXN0010781,USR42792,24320.9,electronics,15,3,web,Pune,30.73,0,0,29017.65,0
TXN0010782,USR20221,3262.18,restaurant,4,4,mobile,Surat,49.53,0,0,2528.05,0
TXN0010783,USR09632,4640.62,restaurant,17,4,mobile,Bangalore,33.82,0,0,6021.18,0
TXN0010784,USR26732,5058.09,grocery,19,3,web,Pune,3.59,0,0,3800.65,0
TXN0010785,USR26648,2736.66,electronics,14,3,mobile,Jaipur,0.21,0,0,3410.13,0
TXN0010786,USR49725,5258.07,grocery,15,6,mobile,Chennai,6.66,0,0,6583.98,0
TXN0010787,USR28830,2031.51,fuel,12,5,mobile,Surat,16.58,0,0,2150.75,0
TXN0010788,USR03486,1993.52,pharmacy,8,2,mobile,Jaipur,31.61,1,0,2047.5,0
TXN0010789,USR06889,2407.67,jewelry,10,5,web,Kolkata,29.02,0,5,1572.45,0
TXN0010790,USR23773,7785.05,pharmacy,20,1,web,Surat,36.42,0,0,8523.99,0
TXN0010791,USR10742,2666.02,restaurant,17,6,mobile,Ahmedabad,1.3,0,0,3639.16,0
TXN0010792,USR10015,1196.22,entertainment,19,6,mobile,Pune,28.39,0,0,965.02,0
TXN0010793,USR17259,2648.1,fuel,19,4,mobile,Delhi,26.38,0,1,2033.18,0
